qid,split,y,last_ent_tail_vec,last_lp_tail_vec
tqa:fb50c7cc7b1c,val,1,"[1.8242355585098267, 3.059788703918457, 1.5039262771606445, 5.082474708557129, 2.8350772857666016, 0.37442004680633545, 1.4726743698120117, 3.7900032997131348, 2.3778700828552246, 1.5319697856903076, 4.277752876281738, 0.8147205710411072, 1.3378933668136597, 0.021772529929876328, 0.37382280826568604, 0.31210222840309143, 0.5405905246734619, 0.025275204330682755, 0.6861006021499634, 0.02464580163359642, 0.6952800750732422, 0.06977365911006927, 0.6747491955757141, 1.0437333583831787, 2.1544189453125, 0.8062750101089478, 1.2960811853408813, 1.4546377658843994, 0.7423670887947083, 0.07665667682886124, 0.5964556932449341, 0.011017724871635437]","[-0.7768042087554932, -0.8808867335319519, -0.24281366169452667, -2.532179355621338, -0.9691110849380493, -0.06109001860022545, -0.4814850687980652, -1.5876247882843018, -1.4206273555755615, -0.4785151481628418, -2.4083855152130127, -0.18707004189491272, -0.2929934859275818, -0.0021340709645301104, -0.10625720024108887, -0.04069102555513382, -0.11306384205818176, -0.0028393452521413565, -0.4880952835083008, -0.002727481070905924, -0.3677177429199219, -0.007882559671998024, -0.2568437457084656, -0.17015187442302704, -0.4690554141998291, -0.2211504876613617, -0.21441665291786194, -0.4986567497253418, -0.22895056009292603, -0.009962832555174828, -0.1358671933412552, -0.0009747759322635829]"
tqa:36a0354ea588,train,1,"[0.9568179845809937, 0.5905736684799194, 0.1596270352602005, 0.32895225286483765, 0.6020480394363403, 0.08952844142913818, 0.013580366037786007, 0.009830843657255173, 0.023400146514177322, 1.5320186614990234, 2.1502323150634766, 2.9711995124816895, 0.22206434607505798, 0.43838444352149963, 0.07644800841808319, 0.041742194443941116, 0.4067704379558563, 0.01272439956665039, 1.8217995166778564, 0.9066293239593506, 0.469984769821167, 0.4159824848175049, 0.8652545809745789, 0.3565376400947571, 1.3721439838409424, 2.6283061504364014, 0.1595085859298706, 0.0009495023405179381, 0.00018315130728296936, 0.7908681631088257, 0.16222111880779266, 0.10528958588838577]","[-0.23487523198127747, -0.08101292699575424, -0.029780039563775063, -0.061100784689188004, -0.15556278824806213, -0.011326300911605358, -0.0011847150744870305, -0.0009750141180120409, -0.00292671169154346, -0.874325692653656, -0.7879900932312012, -1.05160653591156, -0.037201594561338425, -0.07644326984882355, -0.007958370260894299, -0.005278341472148895, -0.07952938973903656, -0.0015016243560239673, -0.9081928730010986, -0.18165619671344757, -0.12990684807300568, -0.08823443204164505, -0.23285801708698273, -0.06119879335165024, -1.2679989337921143, -1.2047101259231567, -0.023238925263285637, -7.080780778778717e-05, -1.2159273865108844e-05, -0.25871795415878296, -0.030413590371608734, -0.012211794964969158]"
tqa:6e68565a5690,train,1,"[0.15109939873218536, 0.14925339818000793, 0.04411345720291138, 1.90325129032135, 2.367867946624756, 0.45139068365097046, 1.2323360443115234, 3.908425807952881, 2.839005947113037, 0.08853452652692795, 3.5466909408569336, 0.13133494555950165, 0.317349910736084, 0.3023410141468048, 0.7502920627593994, 0.05433976650238037, 0.07761934399604797, 0.05715630576014519, 0.4034070074558258, 0.3742542266845703, 0.02030876837670803, 0.07080724835395813, 0.0017670276574790478, 0.08450329303741455, 1.3079415559768677, 0.26032525300979614, 0.036695417016744614, 0.2728365659713745, 0.229692280292511, 0.035159166902303696, 0.1601422131061554, 0.05808110535144806]","[-0.02352971024811268, -0.025647900998592377, -0.005259012337774038, -1.5701278448104858, -1.3172270059585571, -0.04811505228281021, -0.21002081036567688, -1.2738683223724365, -0.574063777923584, -0.010430583730340004, -1.437941551208496, -0.013466237112879753, -0.06370383501052856, -0.05997220799326897, -0.11818720400333405, -0.00617619464173913, -0.007973507978022099, -0.008055459707975388, -0.051345083862543106, -0.04551342502236366, -0.0020945770666003227, -0.007230187766253948, -0.00013362467871047556, -0.00906896498054266, -0.23852960765361786, -0.03257184475660324, -0.0032943999394774437, -0.028676815330982208, -0.02822517231106758, -0.003436019876971841, -0.022075869143009186, -0.005581390578299761]"
tqa:b2653f0ab7f2,test,1,"[2.0261270999908447, 0.5112224221229553, 0.35099565982818604, 1.3610610961914062, 1.0457850694656372, 0.2651906907558441, 1.2334258556365967, 1.5565767288208008, 0.001534102950245142, 0.2270837128162384, 1.7643989324569702, 1.676458716392517, 1.8195327520370483, 0.48153963685035706, 0.2679992914199829, 0.4735531508922577, 0.09717226773500443, 1.9316861629486084, 0.4746091365814209, 1.3157455921173096, 2.5925276279449463, 0.2500789165496826, 1.3024004697799683, 1.607782244682312, 1.207674503326416, 0.00695760315284133, 0.00805122684687376, 0.1832469403743744, 1.2873858213424683, 1.7409495115280151, 1.0941389799118042, 2.0582704544067383]","[-1.1587176322937012, -0.21853260695934296, -0.09263862669467926, -0.8670438528060913, -0.638401210308075, -0.03991460055112839, -0.3634597063064575, -0.6114651560783386, -0.00013410145766101778, -0.04462491348385811, -0.7569930553436279, -1.2139086723327637, -0.5106655359268188, -0.11198870837688446, -0.03588539734482765, -0.12805698812007904, -0.013071208260953426, -0.8000131845474243, -0.0953674167394638, -0.6187140941619873, -0.5581228733062744, -0.05970204994082451, -0.26198461651802063, -0.9832603931427002, -0.30618613958358765, -0.0008198237628675997, -0.0009691785671748221, -0.03679894283413887, -0.5950441360473633, -0.9497832655906677, -0.6156380772590637, -1.0453126430511475]"
tqa:fb4a3a9f7185,train,1,"[1.8845508098602295, 0.09396153688430786, 0.016263188794255257, 0.6591854691505432, 0.8218549489974976, 0.13756027817726135, 0.4616938829421997, 0.04595330357551575, 0.057770248502492905, 1.154778003692627, 0.13793855905532837, 0.3597879409790039, 0.1062326580286026, 0.383672297000885, 0.007141543086618185, 0.0020752318669110537, 0.17188739776611328, 0.09874087572097778, 0.019411012530326843, 0.02347133308649063, 0.004782975651323795, 0.022530080750584602, 0.009529375471174717, 0.6940852999687195, 1.4140619039535522, 0.005282545927911997, 0.47510409355163574, 1.0860873460769653, 0.12703555822372437, 0.17044365406036377, 0.02860509790480137, 0.04233640059828758]","[-0.5581375956535339, -0.008938773535192013, -0.0011822147062048316, -0.14958713948726654, -0.10558509081602097, -0.020368341356515884, -0.04994521290063858, -0.004990383516997099, -0.006782249081879854, -0.20756810903549194, -0.017424244433641434, -0.0664636641740799, -0.011792355217039585, -0.04467153921723366, -0.0006225554971024394, -0.00014482879487331957, -0.02825147844851017, -0.009917744435369968, -0.001702408422715962, -0.0019262346904724836, -0.0003995097358711064, -0.0019114810274913907, -0.0008136299438774586, -0.29977181553840637, -0.4824307858943939, -0.00043406602344475687, -0.07617244124412537, -0.2977236807346344, -0.019072476774454117, -0.023537278175354004, -0.003187577472999692, -0.004435937851667404]"
tqa:e27d97700ea7,train,1,"[1.2872192859649658, 0.05808628723025322, 0.8117662668228149, 0.9980749487876892, 1.8267182111740112, 0.0004670371417887509, 1.549318790435791, 0.011977228336036205, 0.0134353656321764, 0.024798274040222168, 0.0034034363925457, 0.5811567306518555, 0.01760801300406456, 0.004446228034794331, 6.791861960664392e-05, 1.3538976907730103, 1.6932456493377686, 1.2927477359771729, 1.0796678066253662, 0.009390284307301044, 0.8229424953460693, 0.26080775260925293, 0.6702380180358887, 0.857114851474762, 0.000291164789814502, 0.09394001960754395, 0.002364029409363866, 0.12431757152080536, 0.026091940701007843, 0.005234826821833849, 0.0013896394520998001, 1.3757898807525635]","[-1.1199283599853516, -0.00886516459286213, -0.8119595050811768, -0.24083472788333893, -0.8929992318153381, -2.9801878554280847e-05, -0.6792876720428467, -0.00126151111908257, -0.0012232924345880747, -0.0028552738949656487, -0.0003036991402041167, -0.09926477819681168, -0.001531619462184608, -0.0003408804477658123, -4.291525328881107e-06, -0.6601366996765137, -0.5509271621704102, -0.29512402415275574, -0.6023483872413635, -0.0009496469865553081, -0.49075573682785034, -0.05832485854625702, -0.15171734988689423, -0.36266887187957764, -1.8596476365928538e-05, -0.014872860163450241, -0.00023815179883968085, -0.019842810928821564, -0.0029320605099201202, -0.0004634975048247725, -0.00011979816190432757, -1.274838924407959]"
tqa:2142191cf1ca,train,1,"[3.8848092555999756, 1.2723544836044312, 4.177595138549805, 1.5640060901641846, 0.7082090973854065, 0.023648472502827644, 0.013139069080352783, 0.44657158851623535, 3.467954158782959, 0.07853344082832336, 6.5237016677856445, 4.363045692443848, 1.2423267364501953, 6.723832130432129, 4.408414840698242, 0.8240856528282166, 4.286921977996826, 2.0880682468414307, 0.9328080415725708, 1.0750319957733154, 1.627728819847107, 0.790418267250061, 2.2191436290740967, 0.3697229027748108, 0.497058242559433, 1.2545406818389893, 2.8612589836120605, 4.04681396484375, 1.954466700553894, 0.00666388776153326, 0.16071365773677826, 1.7033847570419312]","[-2.223240375518799, -0.35925179719924927, -1.027843952178955, -0.40892255306243896, -0.1808694750070572, -0.002610967494547367, -0.0013141338713467121, -0.0789409726858139, -0.8459481596946716, -0.007243916392326355, -2.5852174758911133, -1.573984146118164, -0.33415934443473816, -4.131434440612793, -2.2305634021759033, -0.559463620185852, -1.0060817003250122, -0.7759893536567688, -0.20521172881126404, -0.27101603150367737, -0.6216247081756592, -0.1577378511428833, -0.7391675710678101, -0.08522173762321472, -0.09123416244983673, -0.2876262962818146, -1.4542698860168457, -2.1798791885375977, -0.6140257716178894, -0.0005203323671594262, -0.02905542217195034, -1.1658079624176025]"
tqa:55d61d18c287,train,1,"[0.048208124935626984, 0.012589776888489723, 0.0068380339071154594, 0.008057355880737305, 0.022462479770183563, 0.7579050064086914, 2.5103349685668945, 0.014303941279649734, 1.5768299102783203, 0.7889765501022339, 0.508378267288208, 0.05991853028535843, 0.01728726178407669, 0.05785856023430824, 0.049463383853435516, 0.018274519592523575, 0.013814423233270645, 0.03898364305496216, 0.10055382549762726, 0.09752193093299866, 0.014505041763186455, 0.20129796862602234, 0.2602609097957611, 0.18242834508419037, 0.10791894793510437, 0.01059020683169365, 0.011938527226448059, 0.048897597938776016, 0.011303341947495937, 0.006745041813701391, 0.00676974281668663, 0.017559729516506195]","[-0.005813476163893938, -0.001142445020377636, -0.0006632988806813955, -0.0007022537174634635, -0.0026353413704782724, -0.31674501299858093, -0.6410565972328186, -0.0012224590172991157, -0.30696338415145874, -0.1321904957294464, -0.10714210569858551, -0.005415649618953466, -0.0013916341122239828, -0.006594324950128794, -0.004643846768885851, -0.0018384236609563231, -0.001128394273109734, -0.004364726599305868, -0.016029538586735725, -0.009847867302596569, -0.0012894895626232028, -0.027650531381368637, -0.02842715010046959, -0.024907607585191727, -0.01425864640623331, -0.0008829509024508297, -0.0009837078396230936, -0.005670295562595129, -0.0009491706150583923, -0.0006026597693562508, -0.0005606033373624086, -0.0018306892598047853]"
tqa:5e4e85ac1a8e,test,1,"[1.285736083984375, 0.6250224709510803, 0.2802417278289795, 1.0926060676574707, 2.0617079734802246, 0.6728355288505554, 1.3171597719192505, 0.6997832655906677, 0.5371915698051453, 0.7568442821502686, 1.0521353483200073, 0.4256817400455475, 1.7797694206237793, 0.28312069177627563, 0.5595632791519165, 3.014075994491577, 3.397972822189331, 0.042705632746219635, 0.2532297968864441, 0.5742455720901489, 0.2713249623775482, 1.5838277339935303, 1.2764699459075928, 2.461866617202759, 0.019421186298131943, 1.9250218868255615, 2.31552791595459, 0.7234926223754883, 1.5776088237762451, 1.9718550443649292, 0.9284219741821289, 0.45244550704956055]","[-0.527458667755127, -0.28903472423553467, -0.053448960185050964, -0.4872432351112366, -0.7503641843795776, -0.1444128006696701, -0.6884004473686218, -0.31569361686706543, -0.11086494475603104, -0.5996401309967041, -0.8556436896324158, -0.07778758555650711, -0.6243113875389099, -0.04745874181389809, -0.2115192413330078, -1.804323673248291, -1.1395652294158936, -0.004762140568345785, -0.05090322345495224, -0.14235731959342957, -0.04806699603796005, -0.7119737863540649, -1.0609896183013916, -0.4823634624481201, -0.001462819636799395, -0.765535831451416, -0.9892625212669373, -0.41968008875846863, -0.3589647114276886, -0.4814646542072296, -0.42989858984947205, -0.08240997046232224]"
tqa:4d6f16b73ebb,train,1,"[0.25167116522789, 0.06377566605806351, 2.2467329502105713, 0.28859391808509827, 1.885130524635315, 0.4581347107887268, 0.2670691907405853, 1.9796619415283203, 0.4153895974159241, 0.8349615335464478, 0.45550525188446045, 1.3083550930023193, 2.372159481048584, 3.407376289367676, 3.368891477584839, 2.162633180618286, 3.084404468536377, 2.61153507232666, 1.434605360031128, 1.0234119892120361, 0.7613387703895569, 0.26389995217323303, 2.605217218399048, 1.2584081888198853, 1.2627804279327393, 2.1600341796875, 0.6100442409515381, 1.6049761772155762, 0.00028810350340791047, 0.00044705806067213416, 0.00043217040365561843, 0.00041905094985850155]","[-0.04453028365969658, -0.010897645726799965, -0.6631475687026978, -0.038721706718206406, -0.8856463432312012, -0.06548114866018295, -0.04165371134877205, -1.262122392654419, -0.06603725254535675, -0.20153866708278656, -0.17636258900165558, -0.603238582611084, -0.8853051662445068, -1.306387186050415, -2.2522501945495605, -1.382368564605713, -1.614564061164856, -0.5784016251564026, -0.6383870244026184, -0.3790116012096405, -0.21009008586406708, -0.03461836650967598, -1.5681383609771729, -0.5680149793624878, -0.3004915714263916, -0.6760352253913879, -0.19056521356105804, -1.1394171714782715, -1.6212332411669195e-05, -3.433168603805825e-05, -3.421248038648628e-05, -3.0278701160568744e-05]"
tqa:6f86f03474cb,val,1,"[0.0041897837072610855, 1.5912179946899414, 2.0711019039154053, 0.827421247959137, 2.202798843383789, 0.008207149803638458, 0.19071951508522034, 3.539703369140625, 4.58480978012085, 0.371648907661438, 0.6829290986061096, 2.0850589275360107, 0.6655009388923645, 0.022448740899562836, 1.1168980598449707, 0.3903553783893585, 0.06667113304138184, 0.4648337960243225, 0.8309245109558105, 0.17581436038017273, 0.011360174044966698, 0.6277499198913574, 0.18154574930667877, 0.21871618926525116, 0.4874374568462372, 0.07718837261199951, 0.9575029015541077, 0.8218375444412231, 0.015000466257333755, 1.297644853591919, 1.1512893438339233, 0.3670349717140198]","[-0.0003194298769813031, -0.6132654547691345, -0.4749234914779663, -0.18216730654239655, -0.4402492344379425, -0.0007285801111720502, -0.031027326360344887, -1.0730105638504028, -2.3620216846466064, -0.04627755284309387, -0.16363760828971863, -0.5119429230690002, -0.12300652265548706, -0.002495034597814083, -0.2041245698928833, -0.05404014140367508, -0.011293533258140087, -0.05781834200024605, -0.23961012065410614, -0.021478548645973206, -0.0009327351581305265, -0.14260293543338776, -0.022713618353009224, -0.040693432092666626, -0.07653327286243439, -0.007221311330795288, -0.20121780037879944, -0.14126966893672943, -0.0014923398848623037, -0.5085675716400146, -0.18810714781284332, -0.06988164782524109]"
tqa:6367960a161e,train,1,"[2.1222383975982666, 2.854856014251709, 0.12260854244232178, 2.736882209777832, 2.8765344619750977, 3.5198044776916504, 0.2611495554447174, 0.8277910947799683, 1.171012282371521, 0.5189297199249268, 0.013589135371148586, 0.35702282190322876, 1.0125073194503784, 1.9947354793548584, 0.38162961602211, 1.5925589799880981, 1.7521910667419434, 0.12732374668121338, 0.004435012117028236, 0.20509326457977295, 0.6894564628601074, 1.0873526334762573, 0.3054032623767853, 0.9278550744056702, 0.6666231155395508, 1.3571858406066895, 0.35084065794944763, 0.0004651960334740579, 0.00035964444396086037, 0.6746308207511902, 0.20165075361728668, 0.2585521340370178]","[-1.4760408401489258, -1.5136115550994873, -0.013760583475232124, -1.3082612752914429, -0.7400326728820801, -1.0303008556365967, -0.03691739961504936, -0.25751036405563354, -0.9932528734207153, -0.10567647963762283, -0.0015667318366467953, -0.07074245810508728, -0.1455593854188919, -0.48202818632125854, -0.06382641941308975, -1.0462274551391602, -0.726901650428772, -0.01459893025457859, -0.00041214076918549836, -0.03983773663640022, -0.09502112865447998, -0.19364264607429504, -0.04895029962062836, -0.25844863057136536, -0.162404865026474, -0.44328272342681885, -0.11526545137166977, -3.5523738915799186e-05, -2.372236667724792e-05, -0.21813799440860748, -0.05064408853650093, -0.059564922004938126]"
tqa:b87d26568306,train,1,"[0.1789935678243637, 0.032898709177970886, 1.091010570526123, 1.7455998659133911, 2.6515145301818848, 1.900050163269043, 3.7477991580963135, 2.6156368255615234, 0.909929633140564, 0.14742101728916168, 1.8371284008026123, 1.4091832637786865, 0.8370468616485596, 0.14968641102313995, 1.449753999710083, 3.4745259284973145, 0.0027351868338882923, 1.5660505294799805, 1.2203269004821777, 0.1273755580186844, 0.08086306601762772, 2.32466721534729, 1.8458468914031982, 1.3913549184799194, 0.5735399127006531, 0.536098301410675, 0.4815899729728699, 0.23944859206676483, 1.1740467548370361, 2.044379472732544, 0.0737231969833374, 1.6905202865600586]","[-0.032473646104335785, -0.0034374454990029335, -0.5249484777450562, -1.2471014261245728, -1.0970356464385986, -0.8372231721878052, -1.6369038820266724, -1.1705448627471924, -0.15492823719978333, -0.022417932748794556, -0.7650427222251892, -0.5161746740341187, -0.3454623818397522, -0.021768562495708466, -1.0865837335586548, -1.6385252475738525, -0.00020132421923335642, -0.7131326794624329, -0.290490984916687, -0.018781796097755432, -0.012216858565807343, -0.9340342879295349, -0.525593638420105, -0.3983631432056427, -0.18636107444763184, -0.12794969975948334, -0.07469276338815689, -0.03572966530919075, -0.2715478241443634, -1.1774076223373413, -0.01084788329899311, -0.38770928978919983]"
tqa:bc82266e59bf,train,1,"[0.0019636773504316807, 0.5801634192466736, 0.000787623692303896, 0.07452645897865295, 0.010497264564037323, 0.0045638252049684525, 0.06461954116821289, 0.6293982267379761, 0.8327254056930542, 0.0009105034987442195, 1.8784369230270386, 2.06903338432312, 1.3742725849151611, 3.5794460773468018, 0.9224767684936523, 0.018545139580965042, 0.8525438904762268, 2.7295966148376465, 0.09766548871994019, 0.12267092615365982, 0.6673282980918884, 0.12484151124954224, 0.00820857472717762, 1.2153472900390625, 0.17483660578727722, 0.5697634220123291, 0.09377262741327286, 0.026680275797843933, 0.19241344928741455, 0.0008745956583879888, 0.006157456431537867, 0.0471179261803627]","[-0.00014101465058047324, -0.26365965604782104, -6.48477507638745e-05, -0.011402674950659275, -0.0008829509024508297, -0.00036793138133361936, -0.008101104758679867, -0.1299513429403305, -0.166678324341774, -5.9602869441732764e-05, -1.1023887395858765, -0.7180679440498352, -0.22291740775108337, -2.1372199058532715, -0.21194502711296082, -0.0020899376831948757, -0.2449825257062912, -1.8115732669830322, -0.014531728811562061, -0.017982427030801773, -0.21576432883739471, -0.015203777700662613, -0.0006983225466683507, -0.34789198637008667, -0.03261961415410042, -0.29310208559036255, -0.01863238774240017, -0.00307598989456892, -0.03899461030960083, -6.735097849741578e-05, -0.0006478118011727929, -0.006708362605422735]"
tqa:4e5f0ad9016c,train,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1208689212799072, 2.4606292247772217, 1.0138145685195923, 0.12756475806236267, 0.18854397535324097, 1.6994926929473877, 0.06335486471652985, 0.20563144981861115, 0.05858773738145828, 0.013479555957019329, 0.05019805580377579, 1.0600990056991577, 0.1133049726486206, 0.0367266945540905, 0.01374767068773508, 0.06596364080905914, 1.4647777080535889, 0.018849113956093788, 0.004183613695204258, 0.7729973196983337, 2.0123050212860107, 0.18671271204948425, 0.0004154520865995437, 0.000981790479272604, 0.50828617811203, 0.3340808153152466]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7748848795890808, -0.9086834788322449, -0.18836647272109985, -0.025316236540675163, -0.023712383583188057, -1.344325304031372, -0.008952124044299126, -0.03609549626708031, -0.00699203833937645, -0.0016494491137564182, -0.004988011438399553, -0.1976570039987564, -0.017217570915818214, -0.0043060919269919395, -0.0017502479022368789, -0.00639523146674037, -0.27727463841438293, -0.002650321926921606, -0.0004198861715849489, -0.4787614941596985, -1.2911359071731567, -0.039217352867126465, -3.1709168979432434e-05, -7.080780778778717e-05, -0.1434396505355835, -0.06708688288927078]"
tqa:8fa346d4e99e,train,0,"[1.6625256538391113, 1.0629699230194092, 0.5794577598571777, 2.279933214187622, 2.3880887031555176, 2.253859281539917, 2.341348171234131, 2.8459813594818115, 2.2983994483947754, 1.351818323135376, 2.339414596557617, 2.1729013919830322, 1.6535676717758179, 2.2424991130828857, 1.9911890029907227, 1.5260884761810303, 2.1572248935699463, 1.213224172592163, 0.1795482039451599, 0.0015110416570678353, 1.8274153470993042, 0.015501582063734531, 0.0018479435238987207, 0.003066110424697399, 0.07161502540111542, 0.13482452929019928, 0.13584895431995392, 0.0014183033490553498, 0.45134788751602173, 0.6948802471160889, 1.6943039894104004, 0.6566194891929626]","[-0.44407251477241516, -0.3993585705757141, -0.08201765269041061, -0.8828942179679871, -1.256584644317627, -1.2232767343521118, -1.427321195602417, -1.5444086790084839, -1.644437313079834, -0.5186738967895508, -0.9730425477027893, -0.6243529915809631, -0.9886448383331299, -0.7889969348907471, -0.8774449825286865, -0.5288981795310974, -0.8833199143409729, -0.2588091492652893, -0.030452098697423935, -9.595887240720913e-05, -0.8458256721496582, -0.0016368337674066424, -0.0001358893496217206, -0.00026901919045485556, -0.010906371288001537, -0.023031817749142647, -0.014409179799258709, -0.0001282609737245366, -0.15792608261108398, -0.31309595704078674, -0.8461571931838989, -0.2181040644645691]"
tqa:7ae353746c64,train,1,"[0.0, 0.0, 0.0, 5.276908874511719, 0.27378737926483154, 2.1502065658569336, 2.5894205570220947, 0.24161601066589355, 0.8982816934585571, 1.8828566074371338, 7.127765655517578, 4.57297420501709, 0.28218039870262146, 0.03578013554215431, 0.5021045804023743, 1.4602094888687134, 3.990042209625244, 2.290501594543457, 0.4947775602340698, 0.07696346938610077, 0.016370289027690887, 0.35381269454956055, 1.6977418661117554, 1.273141622543335, 4.759195804595947, 1.2114046812057495, 0.9518458843231201, 0.07895930111408234, 0.00032259701401926577, 7.857452874304727e-05, 1.1127619743347168, 0.6204713582992554]","[0.0, 0.0, 0.0, -1.3656821250915527, -0.02701464667916298, -1.4466313123703003, -0.7591191530227661, -0.059501685202121735, -0.23118068277835846, -0.3513523042201996, -2.6987831592559814, -1.9131039381027222, -0.04120537266135216, -0.0045236400328576565, -0.11286611109972, -1.5854029655456543, -1.1479697227478027, -1.1148992776870728, -0.08967079222202301, -0.008475524373352528, -0.0020016650669276714, -0.05699937045574188, -0.4292638301849365, -0.20828214287757874, -1.42056405544281, -0.42473673820495605, -0.2183256298303604, -0.014593526721000671, -2.4437606043647975e-05, -4.529942543740617e-06, -1.0673739910125732, -0.19098101556301117]"
tqa:f4392a7bee35,train,1,"[0.014318645000457764, 0.35215699672698975, 2.5326688289642334, 1.498159408569336, 2.399064540863037, 2.3734893798828125, 0.24155135452747345, 2.4300496578216553, 1.7315986156463623, 0.8649677038192749, 0.8519349098205566, 0.5544219017028809, 0.9596151113510132, 3.8187570571899414, 0.030591025948524475, 0.45456480979919434, 0.04005914926528931, 0.13482600450515747, 3.497727394104004, 3.5543887615203857, 0.008894601836800575, 1.0039925575256348, 3.0505685806274414, 0.0006066979840397835, 1.339073896408081, 1.670474648475647, 2.2310075759887695, 0.6517424583435059, 0.009905699640512466, 1.1404433250427246, 1.450178623199463, 1.4205026626586914]","[-0.001374848885461688, -0.06700550764799118, -0.7100695371627808, -0.43463826179504395, -1.542863130569458, -1.0147407054901123, -0.0635056123137474, -0.9293777346611023, -0.7844650149345398, -0.30730903148651123, -0.40016239881515503, -0.08584191650152206, -0.2551296353340149, -1.162026286125183, -0.0035915174521505833, -0.16648991405963898, -0.0046678148210048676, -0.020071962848305702, -1.0403082370758057, -0.8359586000442505, -0.0006895071710459888, -0.36884233355522156, -1.2681024074554443, -4.660974445869215e-05, -0.545525074005127, -0.5178136229515076, -1.4288638830184937, -0.3163338005542755, -0.0009183242218568921, -0.24892331659793854, -0.853546142578125, -0.5724768042564392]"
tqa:c257a1483450,val,0,"[0.0049018245190382, 0.30446386337280273, 0.5599349737167358, 0.4599200189113617, 0.17631733417510986, 0.56867516040802, 0.10962602496147156, 0.38401687145233154, 1.256659984588623, 0.2921600937843323, 0.4787469506263733, 0.0469672828912735, 0.1233561560511589, 0.08137840777635574, 0.004071642179042101, 0.061510708183050156, 0.24989773333072662, 0.1693563163280487, 0.1434112936258316, 0.23122717440128326, 0.05945698171854019, 0.14716452360153198, 1.0348448753356934, 0.18333035707473755, 0.1924820840358734, 0.026973767206072807, 0.08360704779624939, 0.05886777117848396, 0.004420372657477856, 0.04565172269940376, 0.18307623267173767, 0.1320633590221405]","[-0.0003582789213396609, -0.034233104437589645, -0.07662492245435715, -0.04324425384402275, -0.01710566319525242, -0.09036696702241898, -0.014391554519534111, -0.04923813045024872, -0.6020773649215698, -0.048885706812143326, -0.06121460348367691, -0.005176711827516556, -0.01601111888885498, -0.008646786212921143, -0.0002975021197926253, -0.0054759974591434, -0.02980121411383152, -0.014940273948013783, -0.013827484101057053, -0.03099612332880497, -0.006632694508880377, -0.015413216315209866, -0.43896597623825073, -0.02827291749417782, -0.02103041112422943, -0.0026497275102883577, -0.010219980962574482, -0.005793327931314707, -0.00032860602368600667, -0.003944950178265572, -0.02046411857008934, -0.011515576392412186]"
tqa:3611547a3a37,val,1,"[3.409909963607788, 0.7853572368621826, 0.6489623785018921, 0.0024590054526925087, 0.036785487085580826, 3.028029441833496, 0.8525410890579224, 1.4077664613723755, 0.0018845730228349566, 0.06029433757066727, 3.2143404483795166, 0.638745129108429, 0.8785759210586548, 0.0012684350367635489, 0.06281574815511703, 3.243657350540161, 0.07183651626110077, 0.809116005897522, 3.321044683456421, 0.0008230434614233673, 0.02709330804646015, 2.9927802085876465, 0.6878774166107178, 0.4347999691963196, 0.0004709421191364527, 0.024346178397536278, 3.280294179916382, 0.04703874886035919, 0.542263388633728, 0.4737638831138611, 0.0005120133282616735, 0.016896916553378105]","[-2.009828805923462, -0.4289018213748932, -0.09536958485841751, -0.0002019201492657885, -0.003859809832647443, -1.722262978553772, -0.35993441939353943, -0.8359918594360352, -0.00015162272029556334, -0.007097981404513121, -1.7702558040618896, -0.23059803247451782, -0.1571616232395172, -9.881961887003854e-05, -0.007927502505481243, -2.5543417930603027, -0.01133525837212801, -0.6228076815605164, -1.2906161546707153, -5.94836674281396e-05, -0.0029106654692441225, -1.7967796325683594, -0.2919880449771881, -0.05435744673013687, -3.421248038648628e-05, -0.002939429832622409, -2.429535388946533, -0.006241354160010815, -0.1954667568206787, -0.061392877250909805, -3.9457496313843876e-05, -0.0017589349299669266]"
tqa:023167d08bfa,train,0,"[1.5111887454986572, 1.7757723331451416, 1.4710237979888916, 3.221837043762207, 0.36192649602890015, 1.735882043838501, 0.3105199933052063, 1.315565586090088, 1.2867404222488403, 0.02164371870458126, 1.1013834476470947, 2.002934455871582, 0.3763718605041504, 0.11373575031757355, 2.537600040435791, 0.07795587182044983, 0.0370180681347847, 0.014197944663465023, 1.404779314994812, 0.8695149421691895, 0.07793831080198288, 0.025227006524801254, 0.3067522943019867, 0.07114887982606888, 0.02641996182501316, 0.9792025089263916, 1.7409875392913818, 0.8872098922729492, 2.0360422134399414, 1.9090665578842163, 1.414711833000183, 0.8956005573272705]","[-0.32713985443115234, -1.7669614553451538, -1.1815263032913208, -1.4588570594787598, -0.09296488016843796, -0.9403062462806702, -0.04446506127715111, -0.9436516761779785, -0.21080154180526733, -0.0017635759431868792, -0.2552337050437927, -0.82127845287323, -0.08496598154306412, -0.014707008376717567, -0.6135351061820984, -0.00979887880384922, -0.0036637343000620604, -0.0019181440584361553, -0.7377020716667175, -0.1947908103466034, -0.010759200900793076, -0.002266697119921446, -0.05306749790906906, -0.007942167110741138, -0.0026323688216507435, -0.22759614884853363, -0.4289834201335907, -0.2433522343635559, -0.6834236979484558, -0.46818798780441284, -0.29432225227355957, -0.13931940495967865]"
