qid,split,y,last_ent_tail_vec,last_lp_tail_vec
tqa:37960bdb9246,train,1,"[2.6938188076019287, 1.0031863451004028, 0.08560612052679062, 1.8399312496185303, 1.8763517141342163, 0.003082915209233761, 1.9993253946304321, 3.8874661922454834, 0.05462023988366127, 0.01559451688081026, 0.08710887283086777, 0.006516480352729559, 0.02135881595313549, 0.8852912783622742, 0.06127985194325447, 0.0005520463455468416, 0.00117544608656317, 0.03016938455402851, 0.050835639238357544, 0.13399097323417664, 0.005202912259846926, 0.30333787202835083, 0.20698808133602142, 0.0009685444529168308, 0.27464228868484497, 3.3724722862243652, 0.043960947543382645, 0.0028946599923074245, 0.003096678527072072, 0.007038469426333904, 0.013276224955916405, 0.040496718138456345]","[-1.097616195678711, -0.2447148710489273, -0.01225253939628601, -2.2857964038848877, -0.3813387453556061, -0.00032574593205936253, -0.9138004779815674, -1.6561366319656372, -0.006700192112475634, -0.0013810392701998353, -0.008378593251109123, -0.0006314906058833003, -0.002463760320097208, -0.14446304738521576, -0.010246176272630692, -3.814624506048858e-05, -9.42901024245657e-05, -0.0046844263561069965, -0.005879370030015707, -0.02721884287893772, -0.00047565114800818264, -0.06504806131124496, -0.02368490770459175, -8.427741704508662e-05, -0.040760040283203125, -1.6120315790176392, -0.005318539682775736, -0.0002094287920044735, -0.00024720950750634074, -0.0006642519147135317, -0.0012254356406629086, -0.006165531929582357]"
tqa:febb52167bdc,train,0,"[3.2260265350341797, 0.0024231942370533943, 0.005511763505637646, 0.23241859674453735, 0.003276530187577009, 0.0014106399612501264, 0.985323429107666, 2.122807025909424, 0.060526128858327866, 0.0137279462069273, 1.4530072212219238, 0.9678181409835815, 0.5159732103347778, 1.6108278036117554, 0.8509294986724854, 0.05564979091286659, 1.8012804985046387, 0.44590967893600464, 0.84307861328125, 0.3155868649482727, 0.0027342229150235653, 0.00016727435286156833, 0.2010727971792221, 0.8634508848190308, 0.012189581990242004, 0.2536257207393646, 0.0026081150863319635, 0.3125016391277313, 1.6635992527008057, 0.0935022234916687, 0.7520825862884521, 0.8612922430038452]","[-1.5120738744735718, -0.00020954797219019383, -0.0006449526408687234, -0.04249528422951698, -0.0002559096028562635, -0.00013255194062367082, -0.3988049328327179, -0.5575278401374817, -0.008798875845968723, -0.0014573440421372652, -0.8031495213508606, -0.5880265235900879, -0.11105122417211533, -0.6467235088348389, -0.3816620707511902, -0.007409354206174612, -1.2331132888793945, -0.1329146772623062, -0.39614245295524597, -0.05315973982214928, -0.0002636561985127628, -1.168244216387393e-05, -0.03352346643805504, -1.4978876113891602, -0.0012984187342226505, -0.05510762706398964, -0.0002397011558059603, -0.06311028450727463, -0.6047074198722839, -0.014275569468736649, -0.5433274507522583, -0.27194944024086]"
tqa:2d22a46f59cb,val,1,"[3.166125774383545, 1.0300058126449585, 5.368154525756836, 0.17337322235107422, 2.022343635559082, 3.292381525039673, 2.5113582611083984, 3.6132659912109375, 0.4588046967983246, 1.6086969375610352, 1.82124662399292, 0.4450945258140564, 1.4301341772079468, 0.6913419961929321, 1.6362618207931519, 0.03154820203781128, 0.006434110924601555, 0.0029404107481241226, 1.3711066246032715, 0.11450172960758209, 0.2537020444869995, 1.2562648057937622, 1.157150387763977, 3.1544229984283447, 0.04818173497915268, 2.1701772212982178, 0.727859377861023, 1.3557339906692505, 0.8917868137359619, 0.0049993181601166725, 0.0017369161359965801, 0.00137522560544312]","[-0.7936019897460938, -0.2502318024635315, -1.9598841667175293, -0.030638713389635086, -0.9176320433616638, -1.8475621938705444, -0.6161466836929321, -1.5040091276168823, -0.07783489674329758, -1.404362678527832, -1.2432585954666138, -0.09847355633974075, -0.5911926031112671, -0.1715642213821411, -0.6821840405464172, -0.003629883285611868, -0.0006379238329827785, -0.0002623452164698392, -0.5781610012054443, -0.01708703115582466, -0.04263191670179367, -0.7036556005477905, -0.25225144624710083, -1.0110931396484375, -0.006054750178009272, -0.8464694023132324, -1.0478055477142334, -0.41141530871391296, -0.5107858180999756, -0.00044848397374153137, -0.00015031162183731794, -0.00011193125828867778]"
tqa:b13cc76c8147,train,1,"[3.179755926132202, 0.9428324103355408, 1.1345384120941162, 1.023148775100708, 0.647042989730835, 1.9460787773132324, 0.650800883769989, 0.0007765456684865057, 0.7920918464660645, 1.2310936450958252, 0.053247060626745224, 0.6857991218566895, 0.006684629246592522, 0.3417351245880127, 0.004459094256162643, 0.009344889782369137, 0.6399086117744446, 1.6018290519714355, 0.08545416593551636, 0.1348656415939331, 1.3706297874450684, 0.9806796312332153, 0.042613640427589417, 1.2505414485931396, 0.00035434955498203635, 0.005364052020013332, 0.8500074148178101, 1.444273591041565, 0.0011849580332636833, 0.26161056756973267, 2.0924646854400635, 0.00015206092211883515]","[-1.8926106691360474, -0.4132893681526184, -0.31587809324264526, -0.5472714900970459, -0.32292503118515015, -1.5619757175445557, -0.25771066546440125, -6.818538531661034e-05, -0.265716552734375, -1.4641709327697754, -0.007839743979275227, -0.2048383355140686, -0.0006667536217719316, -0.10573900490999222, -0.00044204952428117394, -0.0010553987231105566, -0.31226015090942383, -0.915321409702301, -0.010631352663040161, -0.025236966088414192, -0.4209529459476471, -0.5995677709579468, -0.007013109512627125, -0.7676507234573364, -2.455681169521995e-05, -0.0006270825979299843, -0.30722784996032715, -0.6929575800895691, -8.976056415122002e-05, -0.06307066231966019, -1.2026910781860352, -1.1444026313256472e-05]"
tqa:66eee43a99cb,train,1,"[4.116763114929199, 0.02203275077044964, 0.0027448260225355625, 0.8707088828086853, 0.9579713344573975, 0.014037920162081718, 0.004879578948020935, 0.001189316506497562, 1.0478579998016357, 0.5680121779441833, 0.05027034506201744, 1.4138264656066895, 0.07776650786399841, 0.0006201782380230725, 0.5515672564506531, 0.2524593770503998, 0.6601162552833557, 0.005072902888059616, 0.4396694004535675, 0.009241141378879547, 0.1332962065935135, 0.007978309877216816, 1.5321420431137085, 0.25237998366355896, 1.2247252464294434, 1.2107656002044678, 0.5908796787261963, 0.8397454023361206, 0.24905186891555786, 0.8516809344291687, 1.6839115619659424, 0.003324745921418071]","[-1.1851208209991455, -0.0021211046259850264, -0.00023636408150196075, -0.2921155095100403, -0.39777371287345886, -0.0013383012264966965, -0.000479344860650599, -0.00010239553375868127, -0.35682690143585205, -0.2825474441051483, -0.0074920631013810635, -0.8376978039741516, -0.011973768472671509, -5.090107151772827e-05, -0.16756632924079895, -0.068336620926857, -0.31608590483665466, -0.00048160876031033695, -0.10097434371709824, -0.0007964776013977826, -0.020408054813742638, -0.0008438840159215033, -0.912150502204895, -0.0490967221558094, -0.8946622610092163, -0.5595595240592957, -0.11227462440729141, -0.3172762989997864, -0.06785743683576584, -0.22950346767902374, -1.162873387336731, -0.0003177614707965404]"
tqa:67b600441c20,train,1,"[3.534823179244995, 2.322089195251465, 1.5650722980499268, 1.2368674278259277, 2.868616819381714, 0.03010662831366062, 2.287539482116699, 0.011871215887367725, 1.855375051498413, 0.014071207493543625, 2.0595061779022217, 0.018022801727056503, 2.120706081390381, 0.021678566932678223, 1.5769286155700684, 0.01144606713205576, 2.5208239555358887, 0.010395979508757591, 2.106924057006836, 0.01861511915922165, 2.0015735626220703, 0.007400979287922382, 1.8286396265029907, 0.010749634355306625, 1.6695570945739746, 0.06171313673257828, 1.724077820777893, 0.04862775653600693, 2.1450395584106445, 0.08793702721595764, 0.14062246680259705, 1.6908273696899414]","[-2.331246852874756, -1.0837624073028564, -0.6006857752799988, -0.6601415276527405, -0.9758535623550415, -0.0039454251527786255, -1.13068425655365, -0.0014653194230049849, -0.872290849685669, -0.001690745702944696, -1.3330804109573364, -0.002052940195426345, -1.3402749300003052, -0.002553894417360425, -0.482941210269928, -0.0012156723532825708, -1.8981428146362305, -0.0010758809512481093, -1.4932435750961304, -0.0023451941087841988, -1.0250062942504883, -0.0007596705690957606, -0.8442246913909912, -0.0011991222854703665, -0.6206702589988708, -0.009483762085437775, -0.5824357271194458, -0.006868916563689709, -1.1092991828918457, -0.01639689691364765, -0.023280387744307518, -0.9988076686859131]"
tqa:528bd8ee25d1,train,1,"[4.191263198852539, 0.0007756375707685947, 1.331956148147583, 0.08541983366012573, 3.7520036697387695, 1.0862791538238525, 1.8173245191574097, 0.972826361656189, 0.8418210744857788, 1.5908451080322266, 2.9382762908935547, 0.47025975584983826, 1.503495454788208, 0.2527472674846649, 0.07314851880073547, 0.688367486000061, 0.19962704181671143, 0.9653082489967346, 1.8734050989151, 0.12203174829483032, 0.24896357953548431, 1.5779550075531006, 2.238098382949829, 0.10457931458950043, 2.442064046859741, 0.5141242146492004, 0.0006342353881336749, 1.8563954830169678, 0.9627454876899719, 3.0937678813934326, 0.0014101042179390788, 0.6309835910797119]","[-1.6676833629608154, -6.365573790390044e-05, -1.197948932647705, -0.012640357948839664, -1.9644640684127808, -0.26041334867477417, -0.745772659778595, -0.26184698939323425, -0.23059169948101044, -1.0267369747161865, -1.0939433574676514, -0.10710655152797699, -0.6693161725997925, -0.05831395089626312, -0.01144710648804903, -0.2739558219909668, -0.03350340947508812, -0.9168068766593933, -0.5751707553863525, -0.01925409585237503, -0.04654339700937271, -0.888991117477417, -1.835487961769104, -0.013252860866487026, -0.6797944903373718, -0.19056275486946106, -5.07818695041351e-05, -0.7569760680198669, -0.3614112436771393, -2.0010159015655518, -0.00012683063687290996, -0.12038128077983856]"
tqa:b1f258206828,train,1,"[4.414744853973389, 1.4647154808044434, 1.7139924764633179, 0.013438264839351177, 0.01545555517077446, 0.0002320292842341587, 0.0659254863858223, 0.9306663274765015, 0.12933272123336792, 1.1031278371810913, 1.4994442462921143, 0.01037547830492258, 1.9829926490783691, 0.10630211234092712, 0.8481484055519104, 1.199710726737976, 0.19610023498535156, 0.7077670097351074, 0.029503436759114265, 0.005630148109048605, 0.9456862211227417, 0.2782030701637268, 0.0082875806838274, 0.003633668879047036, 0.850807785987854, 0.02017601951956749, 0.00044690052163787186, 0.044772304594516754, 1.1003655195236206, 0.017852608114480972, 0.9465531706809998, 1.2476541996002197]","[-1.9674570560455322, -0.7078508138656616, -0.9473841190338135, -0.0015561387408524752, -0.0021588134113699198, -1.6331539882230572e-05, -0.008917506784200668, -0.6351906061172485, -0.019474027678370476, -0.6224088072776794, -0.6252864003181458, -0.0010281282011419535, -1.2323261499404907, -0.017552515491843224, -0.22433370351791382, -0.26880311965942383, -0.029355056583881378, -0.16584175825119019, -0.0036526883486658335, -0.0005555993411689997, -0.3988998830318451, -0.07980690151453018, -0.0007727735792286694, -0.0003461238811723888, -0.4674569368362427, -0.0022858462762087584, -3.45700973412022e-05, -0.007122719660401344, -1.0189889669418335, -0.0024617386516183615, -0.46240729093551636, -0.4939476251602173]"
tqa:a62b80eb4261,train,1,"[2.50667142868042, 0.6864317059516907, 0.5005648136138916, 0.21176749467849731, 0.0013806445058435202, 0.017508093267679214, 0.0004304266767576337, 0.36544564366340637, 0.5741705894470215, 0.49972477555274963, 0.2942875623703003, 0.41595718264579773, 1.1638678312301636, 1.2946105003356934, 2.3333637714385986, 0.6013824939727783, 0.017787717282772064, 0.03181562200188637, 0.000948545872233808, 0.0006849583005532622, 1.0946276187896729, 1.8988693952560425, 1.2862590551376343, 1.8477213382720947, 0.8453435897827148, 0.10268634557723999, 0.0030390024185180664, 0.07666989415884018, 0.0021796145010739565, 0.6129032969474792, 1.608000636100769, 1.7185156345367432]","[-0.6368780136108398, -0.18289105594158173, -0.11145342886447906, -0.03700069338083267, -0.0001232548092957586, -0.0019392033573240042, -3.075552376685664e-05, -0.09708744287490845, -4.745490074157715, -0.1338857114315033, -0.07159276306629181, -0.07819457352161407, -0.6721860766410828, -0.6004364490509033, -1.0833145380020142, -0.25571486353874207, -0.002128361025825143, -0.004186912905424833, -7.688703772146255e-05, -5.0424259825376794e-05, -0.5939099788665771, -1.1364284753799438, -0.3928705155849457, -1.1899514198303223, -0.20130407810211182, -0.020822497084736824, -0.0002754547167569399, -0.010987140238285065, -0.00019429226813372225, -0.17603124678134918, -0.955035924911499, -0.6462627053260803]"
tqa:b42fe2afdf16,train,1,"[3.196768045425415, 0.5973442196846008, 2.4722657203674316, 0.00430663675069809, 1.1615557670593262, 0.93654865026474, 0.6942911148071289, 1.7211108207702637, 0.007077262736856937, 0.0012263184180483222, 0.023134874179959297, 1.5811340808868408, 0.002787044271826744, 0.00457767304033041, 0.010636973194777966, 1.0626411437988281, 0.4864233136177063, 1.285573124885559, 0.033368855714797974, 0.5238547921180725, 0.7380617260932922, 0.3315139412879944, 0.0005151359364390373, 1.2683321237564087, 2.220379114151001, 0.033103954046964645, 1.0033345222473145, 2.500849962234497, 2.1202964782714844, 1.0178744792938232, 0.6626832485198975, 0.00658528134226799]","[-0.9875228404998779, -0.1669054478406906, -0.7837710380554199, -0.00043132537393830717, -0.5005086660385132, -0.3038918077945709, -0.7090047597885132, -0.6098957657814026, -0.0007140470552258193, -9.560128091834486e-05, -0.0034033493138849735, -0.9742153882980347, -0.00026079590315930545, -0.00041797960875555873, -0.0013218722306191921, -0.29619714617729187, -1.702725887298584, -0.28595584630966187, -0.00396727304905653, -0.1851106733083725, -0.42310449481010437, -0.08809865266084671, -4.0411134250462055e-05, -0.7900992631912231, -0.749288022518158, -0.004789190832525492, -0.20828910171985626, -1.7722814083099365, -1.1140906810760498, -0.42696207761764526, -0.18345403671264648, -0.0006703275139443576]"
tqa:8b9c623890ad,train,1,"[5.519981384277344, 4.151432514190674, 2.3870198726654053, 0.000982462428510189, 0.0011333531001582742, 0.33191680908203125, 3.3845160007476807, 0.0020137291867285967, 1.2725536823272705, 2.772993326187134, 0.35174593329429626, 3.465574264526367, 0.018173882737755775, 0.4956420660018921, 4.578484535217285, 4.056056022644043, 1.6333059072494507, 2.961874485015869, 2.795665740966797, 1.1284215450286865, 1.296980381011963, 0.008408394642174244, 0.4700751304626465, 2.224475145339966, 2.309513568878174, 1.4839434623718262, 4.293541431427002, 0.28692278265953064, 0.0001475755707360804, 0.002814734820276499, 0.30250340700149536, 0.0034213904291391373]","[-2.6001341342926025, -1.516240119934082, -0.9512582421302795, -9.131014667218551e-05, -8.868777513271198e-05, -3.6097824573516846, -1.2937451601028442, -0.00019429226813372225, -1.039435863494873, -0.8718166351318359, -0.05999847874045372, -1.4573018550872803, -0.002526070224121213, -0.12640249729156494, -1.3524788618087769, -1.9277138710021973, -0.9837314486503601, -1.7783232927322388, -1.0403449535369873, -0.6152385473251343, -0.2893695831298828, -0.0008017186191864312, -0.09293197095394135, -1.026024341583252, -1.1222422122955322, -0.8982099294662476, -2.08729887008667, -0.07214426249265671, -9.536697689327411e-06, -0.00028451209072954953, -0.062383782118558884, -0.00030751267331652343]"
tqa:afc1d46fea57,val,1,"[3.6974921226501465, 0.8064866065979004, 0.08841991424560547, 0.8076491951942444, 1.0065348148345947, 0.09273844957351685, 0.2708434462547302, 0.5475972890853882, 1.2720996141433716, 2.345811367034912, 2.480823516845703, 1.0918025970458984, 1.0019313097000122, 2.3406126499176025, 1.0726723670959473, 0.028750745579600334, 0.4296204745769501, 1.145409345626831, 0.6164191365242004, 1.4285929203033447, 0.7327378392219543, 0.17200732231140137, 2.4416322708129883, 2.876223564147949, 0.8745812773704529, 0.04760565236210823, 1.0516711473464966, 1.4863351583480835, 3.2584075927734375, 2.4453868865966797, 1.1560747623443604, 1.4182904958724976]","[-1.8929147720336914, -0.7099549174308777, -0.01330662053078413, -0.38184475898742676, -0.3516404330730438, -0.016256162896752357, -0.059774141758680344, -0.1422269344329834, -0.9096970558166504, -1.0327852964401245, -1.1553701162338257, -0.6020579934120178, -0.24003386497497559, -0.7505285739898682, -0.4133228659629822, -0.0037854695692658424, -0.08767470717430115, -0.49433237314224243, -0.1583637148141861, -0.38174962997436523, -0.16356797516345978, -0.02415361814200878, -1.3271714448928833, -1.454006552696228, -2.8690621852874756, -0.007740858010947704, -0.3017074465751648, -0.7784751057624817, -1.6016075611114502, -1.026604413986206, -0.42795440554618835, -0.2713516354560852]"
tqa:1b785b1f8f34,train,1,"[2.138817310333252, 1.9422454833984375, 2.3834216594696045, 0.9554198980331421, 2.704453468322754, 1.5846002101898193, 1.1197597980499268, 1.7088963985443115, 1.2003872394561768, 3.923713445663452, 2.284046173095703, 0.004582250956445932, 1.3347978591918945, 2.6266138553619385, 0.7174551486968994, 2.2375082969665527, 0.9191209077835083, 0.011239592917263508, 4.03904914855957, 3.1727676391601562, 0.006685012020170689, 4.058514595031738, 4.037109375, 0.23302656412124634, 0.21229219436645508, 0.002023248467594385, 0.0030006333254277706, 2.191272497177124, 0.3371503949165344, 0.019695382565259933, 2.8200230598449707, 1.0879477262496948]","[-0.4508165717124939, -1.1319737434387207, -2.6362497806549072, -0.2871355712413788, -2.1483211517333984, -0.5050069689750671, -0.361891508102417, -2.5674595832824707, -2.224777936935425, -1.8391627073287964, -0.3822050988674164, -0.0005032941699028015, -0.4379373788833618, -1.0376533269882202, -0.09776636213064194, -0.7078782916069031, -0.16035957634449005, -0.0013719918206334114, -1.5885599851608276, -0.6901680827140808, -0.00048756631440483034, -1.5278719663619995, -1.8909847736358643, -0.049186043441295624, -0.03580167144536972, -0.00017808281700126827, -0.0002882065309677273, -0.5714415907859802, -0.05583774298429489, -0.002057222882285714, -1.4468047618865967, -0.6018528938293457]"
tqa:2c3f5a83b6e1,val,0,"[2.6957297325134277, 0.014247744344174862, 0.01815633848309517, 1.7570774555206299, 1.577655553817749, 3.5208261013031006, 0.009668553248047829, 3.057736396789551, 0.0031881043687462807, 0.10642870515584946, 0.12045703828334808, 0.033363696187734604, 0.18122032284736633, 0.01124922838062048, 0.06072142347693443, 1.9281957149505615, 2.9074645042419434, 1.91215181350708, 0.5742291212081909, 0.5935189127922058, 0.8396631479263306, 0.7869912981987, 1.862229824066162, 0.06468556821346283, 0.3994617760181427, 0.0036657056771218777, 0.03321107476949692, 0.0006597866304218769, 0.010308146476745605, 0.29391348361968994, 0.005425968673080206, 0.002628333866596222]","[-1.0418171882629395, -0.0014946014853194356, -0.0018195039592683315, -0.9264103770256042, -2.903583288192749, -1.244376540184021, -0.0011125572491437197, -1.1072455644607544, -0.00025602878304198384, -0.012725106440484524, -0.015892036259174347, -0.003588547930121422, -0.032413750886917114, -0.001116605824790895, -0.009891186840832233, -0.3874337375164032, -0.7820141911506653, -0.34246593713760376, -0.11464476585388184, -0.13614480197429657, -0.10655439645051956, -0.33866965770721436, -0.43697938323020935, -0.006278196815401316, -0.10958864539861679, -0.00034362133010290563, -0.004934039432555437, -5.221230458118953e-05, -0.0009538153535686433, -0.051607318222522736, -0.0004334702098276466, -0.00022980909852776676]"
tqa:7c66aa9a5d17,train,1,"[1.7084696292877197, 1.0453420877456665, 0.03094581328332424, 0.012998277321457863, 4.5154236431699246e-05, 0.001400872366502881, 4.038950282847509e-05, 0.001655849744565785, 0.5146713256835938, 1.312143325805664, 0.7887012362480164, 0.0009653151500970125, 0.009339328855276108, 0.5822733640670776, 1.2875103950500488, 0.6687353253364563, 0.7660972476005554, 1.756604552268982, 1.4189205169677734, 0.4842739999294281, 0.011186834424734116, 0.0010036358144134283, 1.1660352945327759, 1.9672712087631226, 2.062562942504883, 1.465806484222412, 0.8566091060638428, 1.3310751914978027, 0.0033661937341094017, 0.4668477475643158, 0.8097448348999023, 2.057155132293701]","[-0.38426631689071655, -0.5560693740844727, -0.0038769098464399576, -0.001374134561046958, -2.9802276912960224e-06, -0.00011872540198964998, -2.50339189733495e-06, -0.00014590153296012431, -0.12195174396038055, -0.6577464938163757, -0.2838417589664459, -8.129743218887597e-05, -0.001019673072732985, -0.1932065486907959, -0.8562592267990112, -0.2392599731683731, -0.2920205295085907, -1.0959858894348145, -0.6651896238327026, -0.13848794996738434, -0.0012840130366384983, -8.415821503149346e-05, -0.3372948467731476, -1.0425418615341187, -1.0879805088043213, -1.2182813882827759, -0.2794305682182312, -1.1940727233886719, -0.0003311085747554898, -0.14027822017669678, -0.26986420154571533, -1.2205959558486938]"
tqa:657afc61c766,test,1,"[4.2587175369262695, 2.39658784866333, 0.10286514461040497, 1.1113345623016357, 0.04062122851610184, 1.6914280652999878, 0.9609415531158447, 1.4752039909362793, 1.9089981317520142, 1.818225383758545, 4.741539001464844, 0.6410247683525085, 0.08660785108804703, 0.0009115113061852753, 1.9122483730316162, 0.008406467735767365, 2.5891060829162598, 1.2589970827102661, 1.010898232460022, 0.6516770124435425, 0.19617031514644623, 0.8746053576469421, 2.316678285598755, 0.0013482524082064629, 2.370994806289673, 0.04872025549411774, 3.6093697547912598, 1.231189489364624, 3.572965621948242, 4.703034400939941, 0.532352089881897, 0.0018670863937586546]","[-2.6279983520507812, -0.4425528645515442, -0.015492331236600876, -3.315462112426758, -0.005649433471262455, -0.5589990615844727, -0.7106338739395142, -0.8086796402931213, -0.862326979637146, -0.4199279546737671, -1.895716667175293, -0.2307775914669037, -0.01652178168296814, -6.0437283536884934e-05, -0.41646045446395874, -0.0008147019543685019, -1.5524550676345825, -0.7126331329345703, -0.5551702976226807, -0.09975235164165497, -0.0479363277554512, -1.0257138013839722, -0.4226265251636505, -0.00012242044613230973, -1.3703691959381104, -0.0058060092851519585, -1.5366681814193726, -0.8704366683959961, -0.7678521275520325, -1.7362769842147827, -0.13563281297683716, -0.00014220656885299832]"
tqa:c6a6c81baaf2,val,0,"[3.059479236602783, 0.14050249755382538, 2.3507566452026367, 1.5107321739196777, 0.022467004135251045, 3.8802716732025146, 0.9069332480430603, 1.8902997970581055, 1.1132415533065796, 0.2961170971393585, 0.0012444150634109974, 0.5803977847099304, 0.0039079939015209675, 0.00020197115372866392, 3.6812987327575684, 0.24365602433681488, 0.2725643813610077, 0.04914500191807747, 0.015817271545529366, 0.0021273884922266006, 1.9697401523590088, 0.08054058253765106, 0.05488690361380577, 0.0003621871583163738, 2.3985815048217773, 0.10839352756738663, 0.036986343562603, 0.26528146862983704, 0.07109792530536652, 0.0033248744439333677, 1.5204148292541504, 0.0010924101807177067]","[-1.1281414031982422, -0.019864432513713837, -1.3473619222640991, -1.1464869976043701, -0.0022023487836122513, -2.1954505443573, -1.0859991312026978, -2.3536741733551025, -0.3568967282772064, -0.04193861782550812, -9.810443589231e-05, -0.1547802835702896, -0.0003793711948674172, -1.3947389561508317e-05, -1.6313828229904175, -0.06003911793231964, -0.06928997486829758, -0.006860037334263325, -0.0015505446353927255, -0.00018130090029444546, -0.9878125190734863, -0.015310028567910194, -0.008250322192907333, -2.47952248173533e-05, -0.8964444398880005, -0.018398460000753403, -0.004632099531590939, -0.06155945733189583, -0.007334567606449127, -0.00029595286468975246, -0.5752619504928589, -9.393251093570143e-05]"
tqa:c4f036b3ac53,train,1,"[4.530142307281494, 0.012986840680241585, 2.140467882156372, 1.4166367053985596, 1.3004896640777588, 0.22829978168010712, 2.0786452293395996, 0.16871125996112823, 0.0004627499438356608, 0.43604931235313416, 1.3074581623077393, 0.12164502590894699, 0.013044631108641624, 0.39789581298828125, 0.01676633208990097, 0.2584412693977356, 1.9167578220367432, 0.007129780948162079, 1.273982048034668, 1.0511096715927124, 0.0028407853096723557, 1.1166698932647705, 0.4324565827846527, 0.11288998275995255, 2.2877273559570312, 0.007539600133895874, 2.044837236404419, 1.0438823699951172, 0.6171652674674988, 0.0008215756388381124, 0.0001273113302886486, 0.09017935395240784]","[-1.485082745552063, -0.0014254419365897775, -0.8913825750350952, -0.3716582953929901, -1.6862618923187256, -0.054324254393577576, -0.6181854009628296, -0.028121791779994965, -3.302042750874534e-05, -0.13021886348724365, -0.4440537095069885, -0.013394724577665329, -0.0016514724120497704, -0.08832381665706635, -0.001715499092824757, -0.047300029546022415, -0.9309039115905762, -0.000717025191988796, -2.278002977371216, -0.15440790355205536, -0.0002991705550812185, -0.5113239288330078, -0.07737667858600616, -0.014356889761984348, -0.7666630148887634, -0.0008819981012493372, -0.9771076440811157, -0.1893153339624405, -0.17369146645069122, -6.174850568640977e-05, -8.34461570775602e-06, -0.016740089282393456]"
tqa:d4c8b1f38570,train,0,"[0.3476642668247223, 0.8071944713592529, 0.008961424231529236, 0.0006624514935538173, 0.11688961833715439, 0.21058624982833862, 0.015436945483088493, 0.026762522757053375, 0.0035698418505489826, 0.0008338858606293797, 0.002902887063100934, 0.001930110971443355, 0.0014796718023717403, 0.037837445735931396, 1.2881734371185303, 1.1895973682403564, 2.803069591522217, 0.0037130580749362707, 1.0282680988311768, 2.2268834114074707, 0.14254701137542725, 2.9247279167175293, 0.03790903463959694, 0.134151428937912, 4.828542709350586, 0.744844377040863, 0.20336200296878815, 0.9514155387878418, 2.280008554458618, 0.2519820034503937, 1.4573640823364258, 2.84456205368042]","[-0.06081073731184006, -0.17090235650539398, -0.0008080316474661231, -5.0424259825376794e-05, -0.02057763561606407, -0.04255251958966255, -0.0016793209360912442, -0.0031607216224074364, -0.0003352795320097357, -6.341733387671411e-05, -0.00027569307712838054, -0.00016366096679121256, -0.00012158608296886086, -0.005754096899181604, -0.594265341758728, -3.2211267948150635, -0.4743131399154663, -0.00038413776201196015, -0.3715938329696655, -1.328969955444336, -0.016286304220557213, -0.642669141292572, -0.006116244476288557, -0.01381631474941969, -2.970583200454712, -0.16662344336509705, -0.04447133466601372, -0.9119418263435364, -0.8049103617668152, -0.05594697594642639, -0.607706606388092, -1.0776236057281494]"
tqa:6a815626fa9e,test,0,"[3.461177349090576, 3.7672696113586426, 1.0368022918701172, 0.6534770727157593, 0.021867599338293076, 0.11687013506889343, 1.075005292892456, 1.8497328758239746, 1.1646249294281006, 2.526963233947754, 0.32873252034187317, 0.22190961241722107, 0.09853439033031464, 0.9111279249191284, 0.24185281991958618, 0.7836870551109314, 1.6690683364868164, 1.5105921030044556, 1.537647008895874, 1.6730477809906006, 0.6818174123764038, 0.030760612338781357, 0.030568227171897888, 0.5744979977607727, 0.548355758190155, 1.925876498222351, 0.9575815200805664, 1.2787973880767822, 0.4043987989425659, 0.8065545558929443, 2.680046558380127, 0.0015253532910719514]","[-1.9789578914642334, -1.7437981367111206, -0.42747119069099426, -0.15137794613838196, -0.0027060816064476967, -0.021418225020170212, -0.3008560538291931, -1.3745172023773193, -0.2145117074251175, -1.3311076164245605, -0.10168024897575378, -0.035396844148635864, -0.019174225628376007, -0.30711326003074646, -0.04503650590777397, -0.18463386595249176, -0.5237545371055603, -0.8956068754196167, -0.9993403553962708, -0.9858971834182739, -0.37812188267707825, -0.003963591996580362, -0.004796665161848068, -0.2829221189022064, -0.14408978819847107, -0.735750675201416, -0.33840808272361755, -0.6604390740394592, -0.07385572046041489, -1.7056163549423218, -0.6698377728462219, -0.00014554394874721766]"
